,날짜,n-gram,UpDown
939,2015-03-02,"인상/NNG;우려/NNG;완화/NNG;금리/NNG;인하/NNG, 금리/NNG;인하/NNG;기대/NNG;약화/NNG;상승/NNG, 하향/NNG;안정/NNG;장단기스프레드/NNG;축소/NNG, 인플레이션/NNG;압력/NNG;금리/NNG;인상/NNG, 구조개혁/NNG;강조/NNG;금리/NNG;인하/NNG, 채권시장/NNG;우호적/VAX;가능성/NNG;높/VA, 대내외/NNG;경기/NNG;하방/NNG;위험/NNG, 둔화/NNG;가능성/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;우려/NNG;완화/NNG, 채권/NNG;금리/NNG;하향/NNG;안정/NNG, 채권/NNG;금리/NNG;상승/NNG;압력/NNG, 대외/NNG;경기/NNG;하방/NNG;위험/NNG, 대외/NNG;수출/NNG;여건/NNG;악화/NNG, 경기/NNG;선행/NNG;지수/NNG;둔화/NNG, 금리/NNG;인하/NNG;부담/NNG;완화/NNG, 금리/NNG;인하/NNG;명분/NNG;강화/NNG, 미/NNG;고용/NNG;지표/NNG;호조/NNG, 미/NNG;국채/NNG;금리/NNG;급등/NNG, 금리/NNG;인상/NNG;가능성/NNG;높/VV, 낮/VA;물가/NNG;상승/NNG;압력/NNG, 글로벌/NNG;완화정책/NNG;강화/NNG, 경제/NNG;디플레이션/NNG;압력/NNG, 채권/NNG;매수포지션/NNG;확대/NNG, 글로벌/NNG;안전자산/NNG;선호/NNG, 둔화/NNG;채권시장/NNG;강세/NNG, 경기/NNG;불확실성/NNG;확대/NNG, 채권투자/NNG;심리/NNG;위축/NNG, 경기/NNG;일시적/VAX;둔화/NNG, fed/NNG;금리/NNG;인상/NNG, 경기/NNG;모멘텀/NNG;둔화/NNG, 경기/NNG;모멘텀/NNG;약화/NNG, 낮/VA;인플레이션/NNG;압력/NNG, 수출/NNG;증가율/NNG;감소/NNG, 일시적/VAX;요인/NNG;상승/NNG, 경기/NNG;부양책/NNG;강화/NNG, 경제/NNG;지표/NNG;부진/NNG, 직접/NNG;금리/NNG;인상/NNG, 채권/NNG;가격/NNG;부담/NNG, 채권/NNG;금리/NNG;인하/NNG, 국제/NNG;유가/NNG;상승/NNG, 채권/NNG;금리/NNG;하락/NNG, 경기/NNG;상방/NNG;하방/NNG, 상방/NNG;하방/NNG;위험/NNG, 경기/NNG;판단/NNG;유보/NNG, 금리/NNG;인하/NNG;하향/NNG, 자국/NNG;통화/NNG;방어/NNG, 경제/NNG;지표/NNG;둔화/NNG, 신규/NNG;수주/NNG;감소/NNG, 고용/NNG;지표/NNG;둔화/NNG, 세계/NNG;경제/NNG;성장/NNG, 금리/NNG;인상/NNG;지연/NNG, 수출/NNG;내수/NNG;부진/NNG, 부진/NNG;영향/NNG;상승/NNG, 금리/NNG;인하/NNG;제한/NNG, 경제/NNG;전망/NNG;하향/NNG, 금리/NNG;하락/NNG;제한/NNG, 경기/NNG;전망/NNG;하향/NNG, 부진/NNG;면하/VV;못하/VX, 디플레이션/NNG;방어/NNG, 일시적/VAX;기저효과/NNG, 채권/NNG;수요우위/NNG, 듀레이션/NNG;확대/NNG, fed/NNG;비둘기/NNG, 경제/NNG;불확실성/NNG, 산업활동/NNG;회복/NNG, 낙관론/NNG;약화/NNG, 하락/NNG;저성장/NNG, 우려/NNG;일시적/VAX, 일시적/VAX;부진/NNG, gdp/NNG;부진/NNG, 수출/NNG;모멘텀/NNG, 순투자/NNG;증가/NNG, 국고채/NNG;확대/NNG, 위험/NNG;하락/NNG, 하향/NNG;이탈/NNG, 이탈/NNG;우려/NNG, 우려/NNG;하락/NNG, 경기/NNG;부양/NNG, 경제/NNG;둔화/NNG, 고용/NNG;둔화/NNG, 경기/NNG;우려/NNG, 경기/NNG;둔화/NNG, 견조/NNG;성장/NNG, 경제/NNG;한파/NNG, 경기/NNG;확장/NNG, 경기/NNG;개선/NNG, 경기/NNG;회복/NNG, 기대/NNG;살/VV",하락
940,2015-02-23,"원자재/NNG;가격/NNG;하방/NNG;압력/NNG, 부정적/VAX;영향/NNG;줄/VV, 가격/NNG;급락/NNG",하락
941,2015-02-23,"신흥국/NNG;성장/NNG;약화/NNG;지정학/NNG;위험/NNG, 소비자/NNG;물가/NNG;상승률/NNG;가격/NNG;하락/NNG, 물가/NNG;상승률/NNG;가격/NNG;하락/NNG;확대/NNG, 물가/NNG;상승률/NNG;담배가격/NNG;인상/NNG, 원화/NNG;절상/NNG;수출/NNG;둔화/NNG, 대출/NNG;예금/NNG;금리/NNG;인하/NNG, 수출/NNG;제품/NNG;가격/NNG;하락/NNG, 경상/NNG;수지/NNG;흑자/NNG;확대/NNG, 경제/NNG;지표/NNG;개선/NNG;상승/NNG, 금리/NNG;인하/NNG;가능성/NNG;크/VV, 가격/NNG;하락/NNG;확대/NNG;낮/VA, 기대/NNG;인플레이션/NNG;상승/NNG, 통화정책/NNG;경기/NNG;회복/NNG, 경제주체/NNG;심리/NNG;회복/NNG, gdp/NNG;갭/NNG;마이너스/NNG, 금융시장/NNG;주가/NNG;하락/NNG, 금리/NNG;통화정책/NNG;완화/NNG, 비둘기/NNG;경기/NNG;회복/NNG, 수출/NNG;증가율/NNG;하락/NNG, 유로존/NNG;경기/NNG;부진/NNG, 유로존/NNG;미약/NNG;개선/NNG, 신흥국/NNG;성장/NNG;둔화/NNG, 경기/NNG;회복/NNG;미약/NNG, 실물/NNG;경기/NNG;제약/NNG, 자국/NNG;통화/NNG;강세/NNG, 수출/NNG;둔화/NNG;우려/NNG, 원화/NNG;환율/NNG;절상/NNG, 내수/NNG;회복/NNG;미약/NNG, 경제/NNG;완만/NNG;회복/NNG, 금리/NNG;상승/NNG;하락/NNG, 정책/NNG;방향/NNG;성장/NNG, 심리/NNG;회복/NNG;어렵/VA, 물가/NNG;상승률/NNG;낮/VA, 채무재조정/NNG;불확실성/NNG, 대내외/NNG;불확실성/NNG, 유로존/NNG;성장/NNG, 경기/NNG;부양/NNG, 소비/NNG;부진/NNG, 내수/NNG;부진/NNG, 견실/NNG;회복/NNG, 수출/NNG;증가/NNG, 둔화/NNG;하락/NNG, 완화/NNG;하락/NNG, 하락/NNG;상승/NNG, 수요/NNG;증대/NNG, 성장/NNG;회복/NNG, 물가/NNG;안정/NNG",하락
942,2015-02-16,"미/NNG;경제/NNG;지표/NNG;부진/NNG, 금리/NNG;인상/NNG;기대/NNG;낮/VA, 위험자산/NNG;투자심리/NNG;개선/NNG, 기대/NNG;안전자산/NNG;선호/NNG, 신흥국/NNG;채권/NNG;선호/NNG, 자금/NNG;유입/NNG;감소/NNG, 고용/NNG;지표/NNG;호조/NNG, 견고/NNG;경제/NNG;성장/NNG, 기대/NNG;영향/NNG;줄/VV, 소비/NNG;심리/NNG;살/VV, 위험자산/NNG;선호/NNG, 유동성/NNG;증가/NNG, 수요/NNG;감소/NNG, 불확실성/NNG;높/VV, 위험/NNG;선호/NNG, 경기/NNG;부양/NNG, 안정성/NNG;낮/VA, 높/VA;급증/NNG, 낮/VA;상승/NNG",상승
943,2015-02-16,"금리/NNG;인하/NNG;기대/NNG;약화/NNG, 대내외/NNG;경기/NNG;불확실성/NNG, 국고채/NNG;금리/NNG;상승/NNG, 크레딧/NNG;금리/NNG;상승/NNG, 크레딧/NNG;거래/NNG;감소/NNG, 경기/NNG;금리/NNG;하락/NNG, 금리/NNG;인하/NNG;확장/NNG, 단기/NNG;부동자금/NNG;늘/VV, 자금/NNG;유입/NNG;늘/VV, 안전자산/NNG;선호/NNG, 통화정책/NNG;늘/VV, 금리/NNG;낮/VA, 투자/NNG;늘/VV",상승
944,2015-02-13,"금리/NNG;인하/NNG, 예상/NNG;하회/NNG, 금리/NNG;인상/NNG, 절상/NNG;절하/NNG",하락
945,2015-02-12,"수요/NNG;충족/NNG, 절상/NNG;절하/NNG",하락
946,2015-02-10,"신용등급/NNG;하향/NNG;등급/NNG;전망/NNG;부정적/VAX, 구제금융/NNG;조건/NNG;완화/NNG, 절상/NNG;절하/NNG, 위기/NNG;넘/VV",상승
947,2015-02-06,"투자/NNG;증가/NNG;성장/NNG, 무역/NNG;적자/NNG;증가/NNG, 금리/NNG;인하/NNG;최저/NNG, 교역조건/NNG;개선/NNG, 경제/NNG;하방/NNG, 하방/NNG;상방/NNG, 상방/NNG;위험/NNG, 유가/NNG;하락/NNG, 금리/NNG;인상/NNG, 물가/NNG;하락/NNG, 절상/NNG;절하/NNG",상승
948,2015-02-05,지준율/NNG;인하/NNG,하락
949,2015-02-04,"자산/NNG;가격/NNG;상승/NNG;압력/NNG, 세계/NNG;경기/NNG;둔화/NNG;우려/NNG, 금리/NNG;인하/NNG;가능성/NNG;높/VA, 자국/NNG;통화/NNG;절상/NNG;막/VV, 가격/NNG;상승/NNG;압력/NNG;높/VA, 불안요인/NNG;안전자산/NNG;선호/NNG, 위험자산/NNG;가격/NNG;상승/NNG, 안전자산/NNG;선호/NNG;증가/NNG, 우려/NNG;안전자산/NNG;선호/NNG, 글로벌/NNG;유동성/NNG;증가/NNG, 위험자산/NNG;가격/NNG;부담/NNG, 신흥국/NNG;통화/NNG;완화/NNG, 유동성/NNG;환경/NNG;개선/NNG, 국제/NNG;유가/NNG;하락/NNG, 가격/NNG;상승/NNG;지지/NNG, 위험자산/NNG;선호/NNG;높/VA, 경제/NNG;회복/NNG;우려/NNG, 국제/NNG;유가/NNG;급락/NNG, 경제/NNG;견조/NNG;성장/NNG, 금리/NNG;하락/NNG;압력/NNG, 하락/NNG;압력/NNG;증가/NNG, 미/NNG;경제/NNG;회복/NNG, 미/NNG;경제/NNG;견조/NNG, 미/NNG;경제/NNG;성장/NNG, 성장/NNG;기대/NNG;높/VA, 가격/NNG;부담/NNG;낮/VA, 투자심리/NNG;위축/NNG, 채권펀드/NNG;선호/NNG, 긴축정책/NNG;완화/NNG, 컨센서스/NNG;밑돌/VV, gdp/NNG;저조/NNG, 유동성/NNG;견조/NNG, 불확실성/NNG;크/VV, 우려/NNG;증폭/NNG, 개선/NNG;제약/NNG, 부진/NNG;상쇄/NNG, 성장/NNG;부진/NNG, 자산/NNG;감소/NNG, 변동성/NNG;높/VA, 안정성/NNG;높/VV",하락
950,2015-02-03,"인하/NNG;금리/NNG;인하/NNG;금리/NNG;인하/NNG, 금리/NNG;인하/NNG;예금/NNG;금리/NNG;인하/NNG, 금리/NNG;인상/NNG;ecb/NNG;양적완화/NNG, 금리/NNG;인하/NNG;금리/NNG;인상/NNG, 소비자/NNG;물가/NNG;마이너스/NNG, 물가/NNG;마이너스/NNG;떨어/VV, 글로벌/NNG;통화/NNG;완화/NNG, 자국/NNG;통화/NNG;약세/NNG, 자국/NNG;통화/NNG;강세/NNG, 위험/NNG;금리/NNG;인하/NNG, 금리/NNG;인하/NNG;어렵/VA, 절상/NNG;속도/NNG;늦/VV, 고점/NNG;점차/MAG;낮/VA, 금리/NNG;점차/MAG;낮/VA, 유가/NNG;하락/NNG, 금리/NNG;오르/VV, 금리/NNG;낮/VV, 심상/NNG;않/VX, 낮/VA;상승/NNG",하락
951,2015-02-02,"금리/NNG;하락/NNG;신용스프레드/NNG;축소/NNG, 전망/NNG;국고채/NNG;금리/NNG;하락/NNG, 신용스프레드/NNG;회사채/NNG;축소/NNG, 글로벌/NNG;채권시장/NNG;강세/NNG, 채권시장/NNG;강세/NNG;강화/NNG, 회사채/NNG;시장/NNG;부정적/VAX, 도크/NNG;스프레드/NNG;축소/NNG, 부채/NNG;상환능력/NNG;악화/NNG, 기업/NNG;신용등급/NNG;하락/NNG, 회복/NNG;투자심리/NNG;회복/NNG, 유가/NNG;하락/NNG;부정적/VAX, 글로벌/NNG;금리/NNG;하락/NNG, 하락/NNG;수익성/NNG;개선/NNG, 투자심리/NNG;회복/NNG;더디/VA, 전망/NNG;금리/NNG;하락/NNG, 고용/NNG;지표/NNG;양호/NNG, 도크/NNG;시장/NNG;강세/NNG, 악화/NNG;등급/NNG;하향/NNG, 제품/NNG;가격/NNG;하락/NNG, 경기/NNG;개선/NNG;어렵/VA, 어렵/VA;금리/NNG;하락/NNG, 부정적/VAX;영향/NNG;크/VV, 크레딧/NNG;위험/NNG;높/VA, 투자/NNG;수요/NNG;살/VV, 투자/NNG;수요/NNG;작/VA, 투자/NNG;수요/NNG;많/VA, 발행/NNG;수요/NNG;많/VA, 높/VA;등급/NNG;하락/NNG, 전세가격/NNG;상승/NNG, 펀더멘털/NNG;우려/NNG, 순이익/NNG;감소/NNG, 수익성/NNG;악화/NNG, 안정성/NNG;양호/NNG, 전망/NNG;부정적/VAX, 실적/NNG;악화/NNG, 비용/NNG;상승/NNG, 소비/NNG;증대/NNG, 하락/NNG;추세/NNG, 원가/NNG;하락/NNG, 마진/NNG;축소/NNG, 수주/NNG;감소/NNG, 업황/NNG;회복/NNG, 금리/NNG;상승/NNG, 금리/NNG;인상/NNG, 예상/NNG;강세/NNG, 개선/NNG;작/VA, 저점/NNG;낮/VV, 기대/NNG;줄/VV",하락
952,2015-02-02,"경기/NNG;하방/NNG;위험/NNG;금리/NNG;인하/NNG, 금리/NNG;하락/NNG;채권/NNG;금리/NNG;하락/NNG, 하향/NNG;안정/NNG;장단기스프레드/NNG;축소/NNG, 금리/NNG;하락/NNG;신용스프레드/NNG;축소/NNG, fed/NNG;출구전략/NNG;우려/NNG;완화/NNG, 양적완화/NNG;fed/NNG;금리/NNG;인상/NNG, 인플레이션/NNG;압력/NNG;금리/NNG;인상/NNG, 경제주체/NNG;심리/NNG;개선/NNG;미흡/NNG, 글로벌/NNG;경기/NNG;모멘텀/NNG;둔화/NNG, 대내외/NNG;경기/NNG;하방/NNG;위험/NNG, 금리/NNG;인하/NNG;가능성/NNG;확대/NNG, fed/NNG;금리/NNG;인상/NNG;지연/NNG, 글로벌/NNG;경기/NNG;전망/NNG;하향/NNG, 국제/NNG;유가/NNG;하락/NNG;긍정적/VAX, 글로벌/NNG;경제/NNG;전망/NNG;하향/NNG, 금리/NNG;인하/NNG;가능성/NNG;증가/NNG, 금리/NNG;인하/NNG;가능성/NNG;지지/NNG, 금리/NNG;인상/NNG;가능성/NNG;완화/NNG, 금리/NNG;인상/NNG;가능성/NNG;강화/NNG, 전망/NNG;국고채/NNG;금리/NNG;하락/NNG, 채권/NNG;금리/NNG;하향/NNG;안정/NNG, 금리/NNG;국제/NNG;유가/NNG;급락/NNG, 금리/NNG;인상/NNG;전망/NNG;완화/NNG, 회복/NNG;국제/NNG;유가/NNG;하락/NNG, 경기/NNG;하방/NNG;위험/NNG;우려/NNG, 지수/NNG;개선/NNG;경기/NNG;회복/NNG, 금리/NNG;인하/NNG;기대/NNG;약화/NNG, 대외/NNG;경기/NNG;하방/NNG;위험/NNG, 금리/NNG;인하/NNG;가능성/NNG;높/VV, 금리/NNG;인상/NNG;가능성/NNG;높/VV, 낮/VA;물가/NNG;상승/NNG;압력/NNG, 신용스프레드/NNG;회사채/NNG;축소/NNG, 마이너스gdp/NNG;갭/NNG;축소/NNG, 채권/NNG;매수포지션/NNG;확대/NNG, 글로벌/NNG;안전자산/NNG;선호/NNG, 하락/NNG;ecb/NNG;양적완화/NNG, 글로벌/NNG;채권시장/NNG;강세/NNG, 회사채/NNG;시장/NNG;부정적/VAX, 채권투자/NNG;심리/NNG;위축/NNG, 불확실성/NNG;통화/NNG;완화/NNG, 채권시장/NNG;강세/NNG;강화/NNG, 도크/NNG;스프레드/NNG;축소/NNG, 부채/NNG;상환능력/NNG;악화/NNG, 기업/NNG;신용등급/NNG;하락/NNG, 회복/NNG;투자심리/NNG;회복/NNG, 글로벌/NNG;금리/NNG;하락/NNG, 크레딧/NNG;금리/NNG;하락/NNG, 신흥국/NNG;위험/NNG;확대/NNG, 하향/NNG;안정/NNG;우호적/VAX, 경기/NNG;모멘텀/NNG;부진/NNG, 일시적/VAX;요인/NNG;상승/NNG, 낮/VA;인플레이션/NNG;압력/NNG, 부진/NNG;경기/NNG;모멘텀/NNG, 유가/NNG;하락/NNG;부정적/VAX, 하락/NNG;수익성/NNG;개선/NNG, 투자심리/NNG;회복/NNG;더디/VA, 채권/NNG;가격/NNG;부담/NNG, 전망/NNG;금리/NNG;하향/NNG, 금리/NNG;하락/NNG;지지/NNG, 유가/NNG;급락/NNG;우려/NNG, 채권/NNG;매수/NNG;약화/NNG, 경제/NNG;지표/NNG;혼조/NNG, 전망/NNG;하향/NNG;하락/NNG, 금리/NNG;인하/NNG;하향/NNG, 하락/NNG;경기/NNG;부양/NNG, 자국/NNG;통화/NNG;방어/NNG, 하향/NNG;경제/NNG;회복/NNG, 산업/NNG;생산/NNG;둔화/NNG, 실물/NNG;경기/NNG;개선/NNG, 선행/NNG;지수/NNG;개선/NNG, 경제/NNG;지표/NNG;부진/NNG, 세계/NNG;경제/NNG;성장/NNG, 전망/NNG;금리/NNG;하락/NNG, 고용/NNG;지표/NNG;양호/NNG, 도크/NNG;시장/NNG;강세/NNG, 악화/NNG;등급/NNG;하향/NNG, 제품/NNG;가격/NNG;하락/NNG, 어렵/VA;금리/NNG;인하/NNG, 경기/NNG;개선/NNG;어렵/VA, 어렵/VA;금리/NNG;하락/NNG, 부정적/VAX;영향/NNG;크/VV, 크레딧/NNG;위험/NNG;높/VA, 부진/NNG;면하/VV;못하/VX, 개선/NNG;불구/NNG;낮/VA, 투자/NNG;수요/NNG;살/VV, 투자/NNG;수요/NNG;작/VA, 투자/NNG;수요/NNG;많/VA, 발행/NNG;수요/NNG;많/VA, 높/VA;등급/NNG;하락/NNG, 디플레이션/NNG;방어/NNG, 디플레이션/NNG;우려/NNG, 전세가격/NNG;상승/NNG, 산업활동/NNG;개선/NNG, 채권/NNG;수요우위/NNG, 듀레이션/NNG;확대/NNG, 경기/NNG;불확실성/NNG, 완화정책/NNG;강화/NNG, 산업활동/NNG;회복/NNG, 산업활동/NNG;상승/NNG, 마이너스/NNG;전환/NNG, 펀더멘털/NNG;우려/NNG, 하락/NNG;저성장/NNG, gdp/NNG;부진/NNG, 국고채/NNG;확대/NNG, 순이익/NNG;감소/NNG, 수익성/NNG;악화/NNG, 안정성/NNG;양호/NNG, 전망/NNG;부정적/VAX, 소비/NNG;증대/NNG, 하락/NNG;추세/NNG, 경기/NNG;하향/NNG, 경제/NNG;낙관/NNG, 성장/NNG;둔화/NNG, 우려/NNG;강화/NNG, 하향/NNG;이탈/NNG, 이탈/NNG;우려/NNG, 우려/NNG;하락/NNG, 완화/NNG;하락/NNG, 경기/NNG;낙관/NNG, 판매/NNG;감소/NNG, 지표/NNG;개선/NNG, 원화/NNG;절하/NNG, 경제/NNG;부진/NNG, 부진/NNG;개선/NNG, 전망/NNG;하회/NNG, 경기/NNG;확장/NNG, 경제/NNG;개선/NNG, 실적/NNG;악화/NNG, 비용/NNG;상승/NNG, 원가/NNG;하락/NNG, 마진/NNG;축소/NNG, 수주/NNG;감소/NNG, 업황/NNG;회복/NNG, 금리/NNG;상승/NNG, 예상/NNG;강세/NNG, 저점/NNG;낮/VV, 개선/NNG;작/VA, 기대/NNG;줄/VV",하락
953,2015-02-02,"소비자/NNG;심리/NNG;지수/NNG;소폭/MAG;상승/NNG, 불안/NNG;글로벌/NNG;안전자산/NNG;선호/NNG, 경기/NNG;회복/NNG;펀더멘털/NNG;개선/NNG, 단기/NNG;금리/NNG;하락/NNG;제한적/VAX, 광공업/NNG;생산/NNG;예상/NNG;상회/NNG, 소비자/NNG;심리/NNG;지수/NNG;상승/NNG, 광공업/NNG;생산/NNG;지표/NNG;호조/NNG, 저성장/NNG;디플레이션/NNG;우려/NNG, 디플레이션/NNG;우려/NNG;확산/NNG, 금융시장/NNG;변동성/NNG;확대/NNG, 대외/NNG;안전자산/NNG;선호/NNG, 안전자산/NNG;선호/NNG;완화/NNG, 금리/NNG;대외/NNG;불확실성/NNG, 대외/NNG;불확실성/NNG;확대/NNG, 대내외/NNG;변동성/NNG;확대/NNG, 금리/NNG;일시적/VAX;상승/NNG, 설비/NNG;가동률/NNG;상승/NNG, 국고채/NNG;금리/NNG;하락/NNG, 자국/NNG;통화/NNG;방어/NNG, 인하/NNG;기대/NNG;확대/NNG, 인하/NNG;기대/NNG;방어/NNG, 대외/NNG;경기/NNG;회복/NNG, 공급/NNG;물가/NNG;하락/NNG, 경기/NNG;회복/NNG;아니/VCN, 금리/NNG;인하/NNG;압박/NNG, 단기/NNG;금리/NNG;하단/NNG, 금리/NNG;하단/NNG;지지/NNG, 유가/NNG;하락/NNG;강세/NNG, 통화정책/NNG;부정적/VAX, 글로벌/NNG;불확실성/NNG, 통화정책/NNG;완화/NNG, 펀더멘털/NNG;부진/NNG, 불확실성/NNG;인하/NNG, 펀더멘털/NNG;우려/NNG, 유동성/NNG;확대/NNG, 지표/NNG;긍정적/VAX, 재고율/NNG;하락/NNG, 저성장/NNG;우려/NNG, 경제/NNG;긍정적/VAX, 금리/NNG;최저/NNG, 경제/NNG;회복/NNG, 전망/NNG;낙관/NNG, 기대/NNG;약화/NNG, 정치/NNG;불안/NNG, 강하/VA;우려/NNG, 금리/NNG;낮/VA, 부진/NNG;않/VX",하락
954,2015-02-02,"우량등급/NNG;신용스프레드/NNG;축소/NNG, 신용스프레드/NNG;일시적/VAX;확대/NNG, 신용스프레드/NNG;확대/NNG;축소/NNG, 재정/NNG;건전성/NNG;악화/NNG, 경기/NNG;불확실성/NNG;높/VA, 지표/NNG;금리/NNG;하락/NNG, 기업/NNG;생산/NNG;감소/NNG, 국제/NNG;유가/NNG;바닥/NNG, 장기물/NNG;수요/NNG;높/VA, 건전성/NNG;악화/NNG;막/VV, 생산/NNG;비용/NNG;높/VA, 신용스프레드/NNG;강세/NNG, 공급/NNG;부정적/VAX, 변동성/NNG;확대/NNG, 유가/NNG;급락/NNG, 예상/NNG;상회/NNG, 수요/NNG;축소/NNG, 급락/NNG;저점/NNG, 생산/NNG;확대/NNG, 유가/NNG;하락/NNG, 자본지출/NNG;줄/VV, 매출/NNG;타격/NNG, 부진/NNG;확대/NNG, 금리/NNG;인하/NNG, 채권/NNG;하락/NNG, 하락/NNG;안정/NNG, 안정/NNG;하락/NNG, 크레딧/NNG;높/VA, 바닥/NNG;잡/VV",하락
955,2015-01-30,"신흥국/NNG;투자심리/NNG;위축/NNG, 신흥국/NNG;투자심리/NNG;개선/NNG, 경제/NNG;둔화/NNG;우려/NNG, 둔화/NNG;우려/NNG;높/VV, 안전자산/NNG;선호/NNG, 위험자산/NNG;선호/NNG, 채권/NNG;선호/NNG, 가격/NNG;약세/NNG, 경제/NNG;회복/NNG, 수요/NNG;높/VA",하락
956,2015-01-30,"여전채/NNG;회사채/NNG;스프레드/NNG;축소/NNG, 인하/NNG;기대/NNG;안전자산/NNG;선호/NNG, 금리/NNG;안전자산/NNG;선호/NNG, 장기물/NNG;수요/NNG;증가/NNG, 업황/NNG;부진/NNG;우려/NNG, 중장기물/NNG;강세/NNG, 크레딧/NNG;강세/NNG, 유가/NNG;하락/NNG, 하락/NNG;안정/NNG, 안정/NNG;하락/NNG, 금리/NNG;인상/NNG, 수요/NNG;늘/VV",하락
957,2015-01-16,"신흥국/NNG;성장/NNG;약화/NNG;지정학/NNG;위험/NNG, 소비자/NNG;물가/NNG;상승률/NNG;가격/NNG;하락/NNG, 농산물/NNG;제외/NNG;근원/NNG;인플레이션/NNG;낮/VA, 물가/NNG;상승률/NNG;국제/NNG;유가/NNG;하락/NNG, 물가/NNG;상승률/NNG;가격/NNG;하락/NNG;확대/NNG, 공업/NNG;제품/NNG;가격/NNG;오름/NNG;둔화/NNG, 제품/NNG;가격/NNG;오름/NNG;둔화/NNG;낮/VA, 마이너스gdp/NNG;갭/NNG;점차/MAG;축소/NNG, 물가/NNG;상승률/NNG;담배가격/NNG;인상/NNG, 수요/NNG;부진/NNG;유가/NNG;하락/NNG, 소비/NNG;설비/NNG;투자/NNG;회복/NNG, 경상/NNG;수지/NNG;흑자/NNG;확대/NNG, 경기/NNG;하방/NNG;압력/NNG;크/VV, 가격/NNG;하락/NNG;확대/NNG;낮/VA, 하락/NNG;디플레이션/NNG;우려/NNG, 하락/NNG;대내외/NNG;불확실성/NNG, 경제주체/NNG;심리/NNG;회복/NNG, 경제주체/NNG;심리/NNG;부진/NNG, 경제주체/NNG;심리/NNG;위축/NNG, gdp/NNG;갭/NNG;마이너스/NNG, 금융시장/NNG;주가/NNG;하락/NNG, gdp/NNG;성장률/NNG;오르/VV, 글로벌/NNG;수요/NNG;부진/NNG, 수출국/NNG;경기/NNG;둔화/NNG, 유로존/NNG;경기/NNG;부진/NNG, 둔화/NNG;경기/NNG;하방/NNG, 경제/NNG;전망/NNG;하향/NNG, 전망/NNG;하향/NNG;매파/NNG, 투자/NNG;회복/NNG;미흡/NNG, 내수/NNG;회복/NNG;미약/NNG, 경제/NNG;완만/NNG;회복/NNG, 원엔/NNG;환율/NNG;하락/NNG, 금리/NNG;상승/NNG;하락/NNG, 정책/NNG;방향/NNG;성장/NNG, 경제/NNG;녹록/NNG;않/VX, 경제/NNG;긍정적/VAX, 전망/NNG;비둘기/NNG, 상승률/NNG;아니/VCN, 유로존/NNG;성장/NNG, 원달러/NNG;상승/NNG, 예상/NNG;매파/NNG, 금리/NNG;인하/NNG, 수출/NNG;증가/NNG, 전망/NNG;매파/NNG, 유가/NNG;급락/NNG, 견실/NNG;회복/NNG, 둔화/NNG;하락/NNG, 성장/NNG;회복/NNG, 물가/NNG;안정/NNG, 심리/NNG;되돌/VV",하락
958,2015-01-16,"외국인/NNG;국채선물/NNG;매수/NNG;확대/NNG, 하락/NNG;국고채/NNG;금리/NNG;하락/NNG, 우려/NNG;안전자산/NNG;선호/NNG;높/VA, 회사채/NNG;스프레드/NNG;축소/NNG, 물가/NNG;상승률/NNG;하락/NNG, 크레딧/NNG;거래/NNG;증가/NNG, 전망/NNG;유가/NNG;하락/NNG, 하락/NNG;실적/NNG;부진/NNG, 기업/NNG;실적/NNG;개선/NNG, 국제/NNG;유가/NNG;급락/NNG, 금리/NNG;변동/NNG;확대/NNG, 금리/NNG;많이/MAG;낮/VA, 하방/NNG;위험/NNG;크/VV, 투자심리/NNG;긍정적/VAX, 디플레이션/NNG;우려/NNG, 신용등급/NNG;하향/NNG, 환경/NNG;불확실성/NNG, 대외/NNG;불확실성/NNG, 불확실성/NNG;불안/NNG, 경기/NNG;부정적/VAX, 유로존/NNG;이탈/NNG, 최저/NNG;상승/NNG, 최저/NNG;축소/NNG, 최저/NNG;하락/NNG, 불안/NNG;완화/NNG, 금리/NNG;상승/NNG, 기대/NNG;어렵/VA, 기대/NNG;크/VV, 수요/NNG;높/VA, 수요/NNG;늘/VV",하락
959,2015-01-13,"예상/NNG;상회/NNG;금리/NNG;상승/NNG, 고용/NNG;지표/NNG;예상/NNG;상회/NNG, 금융위기/NNG;fed/NNG;양적완화/NNG, 지표/NNG;컨센서스/NNG;상회/NNG, 신흥국/NNG;불안/NNG;확대/NNG, 채권/NNG;금리/NNG;하락/NNG, 정책/NNG;금리/NNG;상승/NNG, 금리/NNG;인상/NNG;인하/NNG, 인상/NNG;인하/NNG;인상/NNG, 국제/NNG;유가/NNG;하락/NNG, 고용/NNG;질/NNG;개선/NNG, 어렵/VA;금리/NNG;상승/NNG, 금리/NNG;하락/NNG;줄/VV, 국채/NNG;금리/NNG;낮/VA, 금리/NNG;상승/NNG;줄/VV, 위험자산/NNG;하락/NNG, 고용자수/NNG;증가/NNG, 양적완화/NNG;축소/NNG, 긍정적/VAX;안정/NNG, 안정/NNG;부정적/VAX, 임금/NNG;상승/NNG, 하회/NNG;하락/NNG, 하락/NNG;확대/NNG, 상회/NNG;하회/NNG, 완화/NNG;종료/NNG, 기대/NNG;좋/VA, 실망/NNG;크/VV",상승
